lon,lat,vs30,Coef,Zone_EC8,PGA_EC8,Soil_EC8
21.58213,37.7,490.3341,0.15,2,0.24,B
21.68213,39.2,747.10376,0.15,2,0.24,B
21.68213,39.1,800.09143,0.15,2,0.24,A
21.68213,39,705.6283,0.15,2,0.24,B
21.68213,38.9,898.3451,0.15,2,0.24,A
21.68213,38.8,900,0.15,2,0.24,A
21.68213,38.7,779.67847,0.15,2,0.24,B
21.68213,38.6,575.31964,0.15,2,0.24,B
21.68213,38.1,308.0606,0.15,2,0.24,C
21.68213,38,436.6398,0.15,2,0.24,B
21.68213,37.9,427.209,0.15,2,0.24,B
21.68213,37.8,442.7744,0.15,2,0.24,B
21.78213,39.1,814.6254,0.15,2,0.24,A
21.78213,39,900,0.15,2,0.24,A
21.78213,38.9,636.7578,0.15,2,0.24,B
21.78213,38.8,900,0.15,2,0.24,A
21.78213,38.7,818.4998,0.15,2,0.24,A
21.78213,38.6,711.73096,0.15,2,0.24,B
21.78213,38.1,628.4847,0.15,2,0.24,B
21.78213,38,643.5226,0.15,2,0.24,B
21.78213,37.9,807.12103,0.15,2,0.24,A
21.78213,37.8,434.28934,0.15,2,0.24,B
21.88213,39.1,751.7202,0.15,2,0.24,B
21.88213,39,814.9865,0.15,2,0.24,A
21.88213,38.9,736.05945,0.15,2,0.24,B
21.88213,38.8,600.8524,0.15,2,0.24,B
21.88213,38.7,697.406,0.15,2,0.24,B
21.88213,38.6,732.62494,0.15,2,0.24,B
21.88213,38,863.72034,0.15,2,0.24,A
21.88213,37.9,900,0.15,2,0.24,A
21.88213,37.8,507.86072,0.15,2,0.24,B
21.98213,39,803.06104,0.15,2,0.24,A
21.98213,38.9,615.91284,0.15,2,0.24,B
21.98213,38.8,727.9506,0.15,2,0.24,B
21.98213,38.7,771.8737,0.15,2,0.24,B
21.98213,38.6,752.56445,0.15,2,0.24,B
21.98213,38,840.2162,0.15,2,0.24,A
21.98213,37.9,696.0863,0.15,2,0.24,B
21.98213,37.8,776.6892,0.15,2,0.24,B
21.98213,37.7,618.7761,0.15,2,0.24,B
22.08213,39,765.05676,0.15,2,0.24,B
22.08213,38.9,780.0464,0.15,2,0.24,B
22.08213,38.8,612.84283,0.15,2,0.24,B
22.08213,38.7,900,0.15,2,0.24,A
22.08213,38.6,727.3154,0.15,2,0.24,B
22.08213,38,855.9498,0.15,2,0.24,A
22.08213,37.9,772.76013,0.15,2,0.24,B
22.08213,37.8,770.7035,0.15,2,0.24,B
22.08213,37.7,663.70654,0.15,2,0.24,B
22.18213,39.1,491.66364,0.15,2,0.24,B
22.18213,39,612.6256,0.15,2,0.24,B
22.18213,38.9,358.75766,0.15,2,0.24,C
22.18213,38.8,829.6778,0.15,2,0.24,A
22.18213,38.7,724.68604,0.15,2,0.24,B
22.18213,38.6,900,0.15,2,0.24,A
22.18213,38,881.38855,0.15,2,0.24,A
22.18213,37.9,857.35706,0.15,2,0.24,A
22.18213,37.8,863.3246,0.15,2,0.24,A
22.18213,37.7,550.7872,0.15,2,0.24,B
22.28213,39.2,257.44125,0.15,2,0.24,C
22.28213,39.1,553.68823,0.15,2,0.24,B
22.28213,39,536.05566,0.15,2,0.24,B
22.28213,38.9,383.64514,0.15,2,0.24,B
22.28213,38.8,591.1221,0.15,2,0.24,B
22.28213,38.7,589.07874,0.15,2,0.24,B
22.28213,38.6,876.4049,0.15,2,0.24,A
22.28213,38,819.5431,0.15,2,0.24,A
22.28213,37.9,900,0.15,2,0.24,A
22.28213,37.8,645.53125,0.15,2,0.24,B
22.28213,37.7,879.95386,0.15,2,0.24,A
22.38213,39.2,574.99677,0.15,2,0.24,B
22.38213,39.1,368.1402,0.15,2,0.24,B
22.38213,39,568.47015,0.15,2,0.24,B
22.38213,38.9,505.30295,0.15,2,0.24,B
22.38213,38.8,865.6018,0.15,2,0.24,A
22.38213,38.7,500.16852,0.15,2,0.24,B
22.38213,38.6,900,0.15,2,0.24,A
22.38213,38,784.292,0.15,2,0.24,B
22.38213,37.9,862.68823,0.15,2,0.24,A
22.38213,37.8,769.1911,0.15,2,0.24,B
22.38213,37.7,828.9404,0.15,2,0.24,A
22.38213,36.9,900,0.15,2,0.24,A
22.38213,36.7,888.5043,0.15,2,0.24,A
22.38213,36.6,570.5134,0.15,2,0.24,B
22.38213,36.5,424.31503,0.15,2,0.24,B
22.48213,39.1,568.642,0.15,2,0.24,B
22.48213,39,500.4387,0.15,2,0.24,B
22.48213,38.9,577.3501,0.15,2,0.24,B
22.48213,38.8,526.1316,0.15,2,0.24,B
22.48213,38.7,455.49585,0.15,2,0.24,B
22.48213,38.6,900,0.15,2,0.24,A
22.48213,38,851.1928,0.15,2,0.24,A
22.48213,37.9,900,0.15,2,0.24,A
22.48213,37.8,792.65936,0.15,2,0.24,B
22.48213,37.7,879.24097,0.15,2,0.24,A
22.48213,36.8,605.9453,0.15,2,0.24,B
22.48213,36.7,612.04315,0.15,2,0.24,B
22.48213,36.5,894.5552,0.15,2,0.24,A
22.48213,36.4,611.47546,0.15,2,0.24,B
22.58213,39.2,365.91608,0.15,2,0.24,B
22.58213,39.1,591.96686,0.15,2,0.24,B
22.58213,39,706.90125,0.15,2,0.24,B
22.58213,38.9,453.70398,0.15,2,0.24,B
22.58213,38.8,582.0854,0.15,2,0.24,B
22.58213,38.7,702.18567,0.15,2,0.24,B
22.58213,38.6,857.41516,0.15,2,0.24,A
22.58213,37.9,602.7282,0.15,2,0.24,B
22.58213,37.8,716.7229,0.15,2,0.24,B
22.58213,37.7,716.98914,0.15,2,0.24,B
22.68213,39.4,455.84955,0.15,2,0.24,B
22.68213,39.3,557.0997,0.15,2,0.24,B
22.68213,39.2,381.71185,0.15,2,0.24,B
22.68213,39.1,776.6061,0.15,2,0.24,B
22.68213,39,826.9258,0.15,2,0.24,A
22.68213,38.9,491.1828,0.15,2,0.24,B
22.68213,38.8,385.4666,0.15,2,0.24,B
22.68213,38.7,814.91797,0.15,2,0.24,A
22.68213,38.6,489.3831,0.15,2,0.24,B
22.68213,37.9,675.3175,0.15,2,0.24,B
22.68213,37.8,628.84564,0.15,2,0.24,B
22.68213,37.7,409.29333,0.15,2,0.24,B
22.78213,39.5,183.05719,0.15,2,0.24,C
22.78213,39.4,440.35065,0.15,2,0.24,B
22.78213,39.3,478.46613,0.15,2,0.24,B
22.78213,39.2,315.90778,0.15,2,0.24,C
22.78213,39.1,509.96277,0.15,2,0.24,B
22.78213,39,581.1325,0.15,2,0.24,B
22.78213,38.9,823.7312,0.15,2,0.24,A
22.78213,38.7,616.2809,0.15,2,0.24,B
22.78213,38.6,270.32504,0.15,2,0.24,C
22.78213,38.5,436.5044,0.15,2,0.24,B
22.78213,38.4,900,0.15,2,0.24,A
22.78213,37.9,558.8215,0.15,2,0.24,B
22.78213,37.8,397.75912,0.15,2,0.24,B
22.78213,37.7,797.9585,0.15,2,0.24,B
22.88213,39.5,777.93835,0.15,2,0.24,B
22.88213,39.4,489.52563,0.15,2,0.24,B
22.88213,39.3,855.16943,0.15,2,0.24,A
22.88213,39.1,306.3084,0.15,2,0.24,C
22.88213,39,555.82654,0.15,2,0.24,B
22.88213,38.7,542.0661,0.15,2,0.24,B
22.88213,38.6,605.57086,0.15,2,0.24,B
22.88213,38.5,416.7951,0.15,2,0.24,B
22.88213,38.4,772.3277,0.15,2,0.24,B
22.88213,38.3,845.92236,0.15,2,0.24,A
22.88213,37.8,454.85745,0.15,2,0.24,B
22.88213,37.7,432.1051,0.15,2,0.24,B
22.88213,37.6,536.9719,0.15,2,0.24,B
22.98213,39.5,672.7519,0.15,2,0.24,B
22.98213,39.4,868.23193,0.15,2,0.24,A
22.98213,39,807.03345,0.15,2,0.24,A
22.98213,38.9,593.9155,0.15,2,0.24,B
22.98213,38.7,610.2749,0.15,2,0.24,B
22.98213,38.6,625.4448,0.15,2,0.24,B
22.98213,38.5,256.6417,0.15,2,0.24,C
22.98213,38.4,328.6466,0.15,2,0.24,C
22.98213,38.3,900,0.15,2,0.24,A
22.98213,37.8,762.1061,0.15,2,0.24,B
22.98213,37.7,643.7952,0.15,2,0.24,B
22.98213,37.6,530.715,0.15,2,0.24,B
22.98213,36.3,527.4394,0.15,2,0.24,B
22.98213,36.2,353.9607,0.15,2,0.24,C
23.08213,39.5,825,0.15,2,0.24,A
23.08213,39.4,900,0.15,2,0.24,A
23.08213,39.1,616.11487,0.15,2,0.24,B
23.08213,38.9,662.13855,0.15,2,0.24,B
23.08213,38.6,537.2377,0.15,2,0.24,B
23.08213,38.5,526.17566,0.15,2,0.24,B
23.08213,38.4,185.65544,0.15,2,0.24,C
23.08213,38.3,874.52234,0.15,2,0.24,A
23.08213,37.8,712.12415,0.15,2,0.24,B
23.08213,37.7,516.3498,0.15,2,0.24,B
23.08213,37.6,604.98145,0.15,2,0.24,B
23.18213,39.4,750,0.15,2,0.24,B
23.18213,39.3,512.8355,0.15,2,0.24,B
23.18213,39,482.24478,0.15,2,0.24,B
23.18213,38.9,585.61255,0.15,2,0.24,B
23.18213,38.6,596.2408,0.15,2,0.24,B
23.18213,38.5,221.01945,0.15,2,0.24,C
23.18213,38.4,466.486,0.15,2,0.24,B
23.18213,38.3,407.06335,0.15,2,0.24,B
23.28213,39.2,542.21405,0.15,2,0.24,B
23.28213,39,432.03262,0.15,2,0.24,B
23.28213,38.9,447.5692,0.15,2,0.24,B
23.28213,38.8,596.95746,0.15,2,0.24,B
23.28213,38.6,542.39575,0.15,2,0.24,B
23.28213,38.5,757.6286,0.15,2,0.24,B
23.28213,38.4,506.34482,0.15,2,0.24,B
23.28213,38.3,484.932,0.15,2,0.24,B
23.28213,38,581.4383,0.15,2,0.24,B
23.38213,38.9,426.9936,0.15,2,0.24,B
23.38213,38.8,422.95917,0.15,2,0.24,B
23.38213,38.5,869.848,0.15,2,0.24,A
23.38213,38.4,584.9629,0.15,2,0.24,B
23.38213,38.3,363.95798,0.15,2,0.24,B
23.38213,38.2,683.4154,0.15,2,0.24,B
23.38213,38.1,798.4277,0.15,2,0.24,B
23.38213,38,331.24277,0.15,2,0.24,C
23.48213,39.2,736.4219,0.15,2,0.24,B
23.48213,38.8,363.58838,0.15,2,0.24,B
23.48213,38.7,784.1632,0.15,2,0.24,B
23.48213,38.4,510.52582,0.15,2,0.24,B
23.48213,38.3,369.93542,0.15,2,0.24,B
23.48213,38.2,545.7881,0.15,2,0.24,B
23.58213,38.7,614.18225,0.15,2,0.24,B
23.58213,38.6,616.62036,0.15,2,0.24,B
23.58213,38.4,449.28217,0.15,2,0.24,B
23.58213,38.3,476.10767,0.15,2,0.24,B
23.58213,35.5,695.11066,0.15,2,0.24,B
23.58213,35.4,700.8087,0.15,2,0.24,B
23.58213,35.3,640.1746,0.15,2,0.24,B
23.68213,39.1,539.3364,0.15,2,0.24,B
23.68213,38.5,537.5879,0.15,2,0.24,B
23.68213,38.3,411.95697,0.15,2,0.24,B
23.68213,35.4,540.5847,0.15,2,0.24,B
23.68213,35.3,514.84753,0.15,2,0.24,B
23.78213,38.4,472.152,0.15,2,0.24,B
23.78213,35.5,470.81042,0.15,2,0.24,B
23.78213,35.4,673.51776,0.15,2,0.24,B
23.78213,35.3,875.2759,0.15,2,0.24,A
23.88213,39.2,795.6849,0.15,2,0.24,B
23.88213,35.5,420.88837,0.15,2,0.24,B
23.88213,35.4,603.1983,0.15,2,0.24,B
23.88213,35.3,812.0697,0.15,2,0.24,A
23.98213,39.2,466.53354,0.15,2,0.24,B
23.98213,35.5,396.02673,0.15,2,0.24,B
23.98213,35.4,742.0898,0.15,2,0.24,B
23.98213,35.3,860.98596,0.15,2,0.24,A
24.08213,35.4,560.1696,0.15,2,0.24,B
24.08213,35.3,710.5571,0.15,2,0.24,B
24.18213,39.5,506.74487,0.15,2,0.24,B
24.18213,39.4,825,0.15,2,0.24,A
24.18213,35.4,446.93854,0.15,2,0.24,B
24.18213,35.3,819.8572,0.15,2,0.24,A
24.18213,35.2,740.63855,0.15,2,0.24,B
24.28213,35.3,900,0.15,2,0.24,A
24.28213,35.2,887.439,0.15,2,0.24,A
24.38213,35.3,455.78552,0.15,2,0.24,B
24.38213,35.2,878.1323,0.15,2,0.24,A
24.48213,35.3,723.5204,0.15,2,0.24,B
24.48213,35.2,466.24664,0.15,2,0.24,B
24.58213,35.3,634.34015,0.15,2,0.24,B
24.58213,35.2,639.7132,0.15,2,0.24,B
24.58213,35.1,626.93726,0.15,2,0.24,B
24.68213,35.4,393.87305,0.15,2,0.24,B
24.68213,35.3,732.3244,0.15,2,0.24,B
24.68213,35.2,804.86896,0.15,2,0.24,A
24.68213,35.1,738.16815,0.15,2,0.24,B
24.78213,35.4,675.1331,0.15,2,0.24,B
24.78213,35.3,733.6671,0.15,2,0.24,B
24.78213,35.2,900,0.15,2,0.24,A
24.78213,35.1,497.04672,0.15,2,0.24,B
24.78213,35,426.50543,0.15,2,0.24,B
24.88213,35.4,580.3253,0.15,2,0.24,B
24.88213,35.3,532.97705,0.15,2,0.24,B
24.88213,35.2,474.12204,0.15,2,0.24,B
24.88213,35.1,612.3195,0.15,2,0.24,B
24.88213,35,796.3699,0.15,2,0.24,B
24.98213,35.4,611.3722,0.15,2,0.24,B
24.98213,35.3,483.21246,0.15,2,0.24,B
24.98213,35.2,900,0.15,2,0.24,A
24.98213,35.1,604.8292,0.15,2,0.24,B
24.98213,35,576.59094,0.15,2,0.24,B
25.08213,35.3,347.7255,0.15,2,0.24,C
25.08213,35.2,535.3003,0.15,2,0.24,B
25.08213,35.1,568.9217,0.15,2,0.24,B
25.08213,35,657.8434,0.15,2,0.24,B
25.18213,35.3,535.6595,0.15,2,0.24,B
25.18213,35.2,604.05884,0.15,2,0.24,B
25.18213,35.1,429.72968,0.15,2,0.24,B
25.18213,35,840.05304,0.15,2,0.24,A
25.28213,35.3,526.22784,0.15,2,0.24,B
25.28213,35.2,361.5555,0.15,2,0.24,B
25.28213,35.1,452.433,0.15,2,0.24,B
25.28213,35,725.15076,0.15,2,0.24,B
25.38213,35.3,777.1407,0.15,2,0.24,B
25.38213,35.2,524.33014,0.15,2,0.24,B
25.38213,35.1,598.5712,0.15,2,0.24,B
25.38213,35,791.6475,0.15,2,0.24,B
25.48213,35.2,574.15045,0.15,2,0.24,B
25.48213,35.1,860.77515,0.15,2,0.24,A
25.48213,35,845.59784,0.15,2,0.24,A
25.58213,35.3,619.3266,0.15,2,0.24,B
25.58213,35.2,840.1427,0.15,2,0.24,A
25.58213,35.1,750.9302,0.15,2,0.24,B
25.68213,35.3,586.7678,0.15,2,0.24,B
25.68213,35.2,401.2011,0.15,2,0.24,B
25.68213,35.1,674.70654,0.15,2,0.24,B
25.78213,35.1,869.8488,0.15,2,0.24,A
25.88213,35.1,900,0.15,2,0.24,A
25.98213,35.1,741.0851,0.15,2,0.24,B
26.08213,35.2,437.17337,0.15,2,0.24,B
26.08213,35.1,622.0249,0.15,2,0.24,B
26.18213,35.2,575.5634,0.15,2,0.24,B
26.18213,35.1,488.16882,0.15,2,0.24,B
26.98213,35.4,866.2387,0.15,2,0.24,A
27.08213,35.6,514.2704,0.15,2,0.24,B
27.18213,36.6,674.5718,0.15,2,0.24,B
27.18213,35.8,710.0373,0.15,2,0.24,B
27.18213,35.7,726.2261,0.15,2,0.24,B
27.18213,35.5,574.7155,0.15,2,0.24,B
27.38213,36.4,661.63,0.15,2,0.24,B
27.78213,36.6,621.4978,0.15,2,0.24,B
27.78213,36.2,686.6484,0.15,2,0.24,B
27.78213,36.1,481.82376,0.15,2,0.24,B
27.78213,36,513.57715,0.15,2,0.24,B
27.78213,35.9,389.5776,0.15,2,0.24,B
27.88213,36.3,558.4868,0.15,2,0.24,B
27.88213,36.2,887.91797,0.15,2,0.24,A
27.88213,36.1,445.1787,0.15,2,0.24,B
27.88213,36,447.9971,0.15,2,0.24,B
27.98213,36.3,462.68143,0.15,2,0.24,B
27.98213,36.2,392.37256,0.15,2,0.24,B
27.98213,36.1,574.6296,0.15,2,0.24,B
28.08213,36.4,558.62897,0.15,2,0.24,B
28.08213,36.3,537.8162,0.15,2,0.24,B
28.08213,36.2,580.50964,0.15,2,0.24,B
28.08213,36.1,611.226,0.15,2,0.24,B
28.18213,36.4,467.9002,0.15,2,0.24,B
28.18213,36.3,439.16592,0.15,2,0.24,B
20.78213,38.9,284.73123,0.15,2,0.24,C
20.88213,38.9,572.2051,0.15,2,0.24,B
21.18213,37.9,408.97385,0.15,2,0.24,B
21.28213,37.9,215.13269,0.15,2,0.24,C
21.28213,37.8,239.54044,0.15,2,0.24,C
21.38213,37.8,390.5432,0.15,2,0.24,B
21.38213,37.7,266.284,0.15,2,0.24,C
21.48213,37.7,488.2791,0.15,2,0.24,B
21.48213,37.6,186.89893,0.15,2,0.24,C
21.58213,37.6,298.7263,0.15,2,0.24,C
21.58213,37.1,436.9264,0.15,2,0.24,B
21.68213,37.4,558.3463,0.15,2,0.24,B
21.68213,37.2,900,0.15,2,0.24,A
21.68213,37.1,392.21664,0.15,2,0.24,B
21.68213,37,435.2154,0.15,2,0.24,B
21.78213,37.3,441.6996,0.15,2,0.24,B
21.78213,37.2,712.1433,0.15,2,0.24,B
21.78213,37.1,661.6462,0.15,2,0.24,B
21.78213,37,663.1201,0.15,2,0.24,B
21.78213,36.9,459.7175,0.15,2,0.24,B
21.88213,37.3,682.05225,0.15,2,0.24,B
21.88213,37.2,534.201,0.15,2,0.24,B
21.88213,37.1,432.06082,0.15,2,0.24,B
21.88213,37,422.95398,0.15,2,0.24,B
21.88213,36.9,652.99023,0.15,2,0.24,B
21.88213,36.8,613.7325,0.15,2,0.24,B
21.98213,37.2,366.61932,0.15,2,0.24,B
21.98213,37.1,314.14124,0.15,2,0.24,C
22.08213,37.2,802.766,0.15,2,0.24,A
22.08213,37.1,900,0.15,2,0.24,A
22.18213,37.1,889.14233,0.15,2,0.24,A
22.18213,37,900,0.15,2,0.24,A
22.18213,36.9,790.19055,0.15,2,0.24,B
22.28213,37,717.3405,0.15,2,0.24,B
22.28213,36.9,900,0.15,2,0.24,A
22.38213,36.8,810.40137,0.15,2,0.24,A
23.68213,38,378.3197,0.15,2,0.24,B
23.78213,38.1,368.4673,0.15,2,0.24,B
23.88213,38.2,401.4373,0.15,2,0.24,B
24.48213,38.9,603.8542,0.15,2,0.24,B
24.58213,38.8,676.1048,0.15,2,0.24,B
24.68213,38.8,820.52966,0.15,2,0.24,A
24.98213,39.5,561.57056,0.15,2,0.24,B
25.48213,36.4,424.47498,0.15,2,0.24,B
23.08213,37.5,623.9153,0.15,2,0.24,B
23.18213,37.6,825,0.15,2,0.24,A
23.18213,37.5,684.56665,0.15,2,0.24,B
23.28213,37.5,773.7064,0.15,2,0.24,B
23.38213,37.6,786.4748,0.15,2,0.24,B
23.38213,37.5,429.8139,0.15,2,0.24,B
23.48213,38.1,549.05164,0.15,2,0.24,B
23.48213,38,565.3115,0.15,2,0.24,B
23.48213,37.9,533.13983,0.15,2,0.24,B
23.48213,37.7,672.5786,0.15,2,0.24,B
23.58213,38.2,381.06625,0.15,2,0.24,B
23.58213,38.1,553.13715,0.15,2,0.24,B
23.68213,38.2,595.7907,0.15,2,0.24,B
23.68213,38.1,630.4408,0.15,2,0.24,B
23.78213,38.3,434.18674,0.15,2,0.24,B
23.78213,38.2,573.6272,0.15,2,0.24,B
21.58213,38.4,494.31116,0.15,2,0.24,B
21.68213,38.5,745.0475,0.15,2,0.24,B
21.68213,38.4,627.3207,0.15,2,0.24,B
21.78213,38.5,900,0.15,2,0.24,A
21.78213,38.4,545.70795,0.15,2,0.24,B
21.78213,38.3,415.63593,0.15,2,0.24,B
21.78213,38.2,730.4779,0.15,2,0.24,B
21.88213,38.5,876.7251,0.15,2,0.24,A
21.88213,38.4,301.662,0.15,2,0.24,C
21.88213,38.3,563.48267,0.15,2,0.24,B
21.88213,38.2,840.5979,0.15,2,0.24,A
21.88213,38.1,532.8308,0.15,2,0.24,B
21.98213,38.5,680.5064,0.15,2,0.24,B
21.98213,38.4,789.78406,0.15,2,0.24,B
21.98213,38.3,677.7295,0.15,2,0.24,B
21.98213,38.2,710.88763,0.15,2,0.24,B
21.98213,38.1,666.9495,0.15,2,0.24,B
22.08213,38.5,849.20026,0.15,2,0.24,A
22.08213,38.4,900,0.15,2,0.24,A
22.08213,38.2,830.26807,0.15,2,0.24,A
22.08213,38.1,859.5415,0.15,2,0.24,A
22.18213,38.5,854.2381,0.15,2,0.24,A
22.18213,38.4,810.17285,0.15,2,0.24,A
22.18213,38.2,458.57422,0.15,2,0.24,B
22.18213,38.1,758.16925,0.15,2,0.24,B
22.28213,38.5,788.4779,0.15,2,0.24,B
22.28213,38.4,803.51794,0.15,2,0.24,A
22.28213,38.1,886.93353,0.15,2,0.24,A
22.38213,38.5,835.2114,0.15,2,0.24,A
22.38213,38.1,900,0.15,2,0.24,A
22.48213,38.5,900,0.15,2,0.24,A
22.48213,38.4,895.0127,0.15,2,0.24,A
22.48213,38.1,831.6446,0.15,2,0.24,A
22.58213,38.5,900,0.15,2,0.24,A
22.58213,38.4,725.73303,0.15,2,0.24,B
22.58213,38.3,691.06903,0.15,2,0.24,B
22.58213,38,744.99176,0.15,2,0.24,B
22.68213,38.5,900,0.15,2,0.24,A
22.68213,38.4,654.99554,0.15,2,0.24,B
22.68213,38,563.8572,0.15,2,0.24,B
22.78213,38.3,829.56885,0.15,2,0.24,A
22.88213,37.9,643.93384,0.15,2,0.24,B
22.98213,38,833.4414,0.15,2,0.24,A
22.98213,37.9,350.06238,0.15,2,0.24,C
23.08213,38.2,767.7396,0.15,2,0.24,B
23.08213,38,587.61914,0.15,2,0.24,B
23.18213,38.2,888.20624,0.15,2,0.24,A
23.18213,38,854.45276,0.15,2,0.24,A
23.28213,38.2,860.70654,0.15,2,0.24,A
23.28213,38.1,889.91223,0.15,2,0.24,A
25.78213,36.8,563.88873,0.15,2,0.24,B
25.88213,36.8,822.6517,0.15,2,0.24,A
25.98213,36.9,621.9741,0.15,2,0.24,B
26.48213,37,377.05896,0.15,2,0.24,B
20.88213,38.6,544.1611,0.23,3,0.36,B
20.98213,38.7,584.13336,0.23,3,0.36,B
20.38213,38.2,780.8033,0.23,3,0.36,B
20.48213,38.3,710.7627,0.23,3,0.36,B
20.58213,38.7,886.20605,0.23,3,0.36,A
20.58213,38.4,606.53436,0.23,3,0.36,B
20.58213,38.3,694.89453,0.23,3,0.36,B
20.58213,38.2,686.3514,0.23,3,0.36,B
20.68213,38.8,633.12823,0.23,3,0.36,B
20.68213,38.7,900,0.23,3,0.36,A
20.68213,38.4,900,0.23,3,0.36,A
20.68213,38.2,817.88983,0.23,3,0.36,A
20.68213,38.1,900,0.23,3,0.36,A
20.68213,37.9,764.9854,0.23,3,0.36,B
20.68213,37.8,662.0174,0.23,3,0.36,B
20.78213,38.8,710.4252,0.23,3,0.36,B
20.78213,38.1,488.6185,0.23,3,0.36,B
20.78213,37.8,531.0441,0.23,3,0.36,B
20.78213,37.7,562.4249,0.23,3,0.36,B
20.88213,38.8,468.97516,0.23,3,0.36,B
20.88213,37.8,357.50278,0.23,3,0.36,C
