id,model_id,name,imt,ds
960,2,S_LFM_DUM_H3,SA0.6,4
961,2,S_LFM_DUM_H4,SA0.6,4
962,2,S_LFM_DUM_H5,SA0.6,4
963,2,S_LFM_DUM_H6,SA1.0,4
964,2,S_LFM_DUM_H7,SA1.0,4
965,2,S_LFM_DUM_H8,SA1.0,4
966,2,S_LFM_DUM_H9,SA1.0,4
967,2,S_LFM_DUM_H10,SA1.0,4
968,2,S_LFM_DUM_H11,SA1.0,4
969,2,S_LFM_DUM_H12,SA1.0,4
970,2,S_LFM_DUM_H13,SA1.0,4
971,2,S_LFM_DUM_H14,SA1.0,4
972,2,S_LFM_DUM_H15,SA1.0,4
973,2,S_LFM_DUM_H16,SA1.0,4
974,2,S_LFM_DUM_H17,SA1.0,4
975,2,S_LFM_DUM_H18,SA1.0,4
976,2,S_LFM_DUM_H19,SA1.0,4
977,2,S_LFM_DUM_H20,SA1.0,4
978,2,S_LFM_DUM_H25,SA1.0,4
979,2,S_LFM_DUM_H30,SA1.0,4
980,2,S_LFM_DUM_H35,SA1.0,4
981,2,S_LWAL_DUH_H1,PGA,4
982,2,S_LWAL_DUH_H2,SA0.SA0.6,4
983,2,S_LWAL_DUH_H3,SA0.SA0.6,4
984,2,S_LWAL_DUH_H4,SA0.SA0.6,4
985,2,S_LWAL_DUH_H5,SA0.SA0.6,4
986,2,S_LWAL_DUH_H6,SA0.SA0.6,4
987,2,S_LWAL_DUH_H7,SA0.6,4
988,2,S_LWAL_DUH_H8,SA0.6,4
989,2,S_LWAL_DUH_H9,SA0.6,4
990,2,S_LWAL_DUH_H10,SA0.6,4
991,2,S_LWAL_DUH_H11,SA0.6,4
992,2,S_LWAL_DUH_H12,SA0.6,4
993,2,S_LWAL_DUL_H1,PGA,4
994,2,S_LWAL_DUL_H2,SA0.SA0.6,4
995,2,S_LWAL_DUL_H3,SA0.SA0.6,4
996,2,S_LWAL_DUL_H4,SA0.SA0.6,4
997,2,S_LWAL_DUL_H5,SA0.SA0.6,4
998,2,S_LWAL_DUL_H6,SA0.SA0.6,4
999,2,S_LWAL_DUL_H7,SA0.6,4
1000,2,S_LWAL_DUL_H8,SA0.6,4
1001,2,S_LWAL_DUL_H9,SA0.6,4
1002,2,S_LWAL_DUL_H10,SA0.6,4
1003,2,S_LWAL_DUL_H11,SA0.6,4
1004,2,S_LWAL_DUL_H12,SA0.6,4
1005,2,S_LWAL_DUM_H1,PGA,4
1006,2,S_LWAL_DUM_H2,SA0.SA0.6,4
1007,2,S_LWAL_DUM_H3,SA0.SA0.6,4
1008,2,S_LWAL_DUM_H4,SA0.SA0.6,4
1009,2,S_LWAL_DUM_H5,SA0.SA0.6,4
1010,2,S_LWAL_DUM_H6,SA0.SA0.6,4
1011,2,S_LWAL_DUM_H7,SA0.6,4
1012,2,S_LWAL_DUM_H8,SA0.6,4
1013,2,S_LWAL_DUM_H9,SA0.6,4
1014,2,S_LWAL_DUM_H10,SA0.6,4
1015,2,S_LWAL_DUM_H11,SA0.6,4
1016,2,S_LWAL_DUM_H12,SA0.6,4
1017,2,SRC_LDUAL_DUH_H1,PGA,4
1018,2,SRC_LDUAL_DUH_H2,SA0.SA0.6,4
1019,2,SRC_LDUAL_DUH_H3,SA0.SA0.6,4
1020,2,SRC_LDUAL_DUH_H4,SA0.6,4
1021,2,SRC_LDUAL_DUH_H5,SA0.6,4
1022,2,SRC_LDUAL_DUH_H6,SA1.0,4
1023,2,SRC_LDUAL_DUH_H7,SA1.0,4
1024,2,SRC_LDUAL_DUH_H8,SA1.0,4
1025,2,SRC_LDUAL_DUH_H9,SA1.0,4
1026,2,SRC_LDUAL_DUH_H10,SA1.0,4
1027,2,SRC_LDUAL_DUH_H11,SA1.0,4
1028,2,SRC_LDUAL_DUH_H12,SA1.0,4
1029,2,SRC_LDUAL_DUH_H13,SA1.0,4
1030,2,SRC_LDUAL_DUH_H14,SA1.0,4
1031,2,SRC_LDUAL_DUH_H15,SA1.0,4
1032,2,SRC_LDUAL_DUM_H1,PGA,4
1033,2,SRC_LDUAL_DUM_H2,SA0.SA0.6,4
1034,2,SRC_LDUAL_DUM_H3,SA0.SA0.6,4
1035,2,SRC_LDUAL_DUM_H4,SA0.6,4
1036,2,SRC_LDUAL_DUM_H5,SA0.6,4
1037,2,SRC_LDUAL_DUM_H6,SA1.0,4
1038,2,SRC_LDUAL_DUM_H7,SA1.0,4
1039,2,SRC_LDUAL_DUM_H8,SA1.0,4
1040,2,SRC_LDUAL_DUM_H9,SA1.0,4
1041,2,SRC_LDUAL_DUM_H10,SA1.0,4
1042,2,SRC_LDUAL_DUM_H11,SA1.0,4
1043,2,SRC_LDUAL_DUM_H12,SA1.0,4
1044,2,SRC_LDUAL_DUM_H13,SA1.0,4
1045,2,SRC_LDUAL_DUM_H14,SA1.0,4
1046,2,SRC_LDUAL_DUM_H15,SA1.0,4
1047,2,W_LFM_DUH_H1,SA0.SA0.6,4
1048,2,W_LFM_DUH_H2,SA0.SA0.6,4
1049,2,W_LFM_DUH_H3,SA0.SA0.6,4
1050,2,W_LFM_DUH_H4,SA0.6,4
1051,2,W_LFM_DUH_H5,SA0.6,4
1052,2,W_LFM_DUH_H6,SA0.6,4
1053,2,W_LFM_DUL_H1,SA0.SA0.6,4
1054,2,W_LFM_DUL_H1_SOS,SA0.SA0.6,4
1055,2,W_LFM_DUL_H2,SA0.SA0.6,4
1056,2,W_LFM_DUL_H2_SOS,SA0.SA0.6,4
1057,2,W_LFM_DUL_H3,SA0.SA0.6,4
1058,2,W_LFM_DUL_H3_SOS,SA0.SA0.6,4
1059,2,W_LFM_DUL_H4,SA0.6,4
1060,2,W_LFM_DUL_H4_SOS,SA0.6,4
1061,2,W_LFM_DUL_H5,SA0.6,4
1062,2,W_LFM_DUL_H5_SOS,SA0.6,4
1063,2,W_LFM_DUL_H6,SA0.6,4
1064,2,W_LFM_DUL_H6_SOS,SA0.6,4
1065,2,W_LFM_DUM_H1,SA0.SA0.6,4
1066,2,W_LFM_DUM_H2,SA0.SA0.6,4
1067,2,W_LFM_DUM_H3,SA0.SA0.6,4
1068,2,W_LFM_DUM_H4,SA0.6,4
1069,2,W_LFM_DUM_H5,SA0.6,4
1070,2,W_LFM_DUM_H6,SA0.6,4
1071,2,W_WWD_LWAL_DNO_H1,SA0.SA0.6,4
1072,2,W_WWD_LWAL_DNO_H2,SA0.SA0.6,4
1073,3,MBr12,PGA,5
1074,3,MBr3+,PGA,5
1075,3,MSt12,PGA,5
1076,3,MSt3+,PGA,5
1077,3,RC3.1LL,PGA,5
1078,3,RC3.1ML,PGA,5
1079,3,RC3.1HL,PGA,5
1080,3,RC3.2LL,PGA,5
1081,3,RC3.2ML,PGA,5
1082,3,RC3.2HL,PGA,5
1083,3,RC4.2LL,PGA,5
1084,3,RC4.2ML,PGA,5
1085,3,RC4.2HL,PGA,5
1086,3,RC4.3LL,PGA,5
1087,3,RC4.3ML,PGA,5
1088,3,RC4.3HL,PGA,5
1089,3,RC3.1LN,PGA,5
1090,3,RC3.1MN,PGA,5
1091,3,RC3.1HN,PGA,5
1092,3,RC3.2LN,PGA,5
1093,3,RC3.2MN,PGA,5
1094,3,RC3.2HN,PGA,5
1095,3,RC4.2LN,PGA,5
1096,3,RC4.2MN,PGA,5
1097,3,RC4.2HN,PGA,5
1098,3,RC4.3LN,PGA,5
1099,3,RC4.3MN,PGA,5
1100,3,RC4.3HN,PGA,5
1101,4,Major_Road_HRD1,PGD,3
1102,4,Urban_Road_HRD2,PGD,3
1103,11,Bored_Drilled_HTU1,PGA,2
1104,11,Cut_&_Cover_HTU2,PGA,2
1105,11,Liner_Rock_tunnels,PGA,2
1106,11,Liner_Cut_&_Cover_tunnels,PGA,2
1107,12,Rock_tunnels_Good_quality_construction_,PGA,2
1108,12,Rock_tunnels_Poor_to_average_quality_construction,PGA,3
1109,13,Horse_shoe_type_Burial_depth_h_80m,PGA,2
1110,13,Horse_shoe_type_Burial_depth_h_200m,PGA,2
1111,13,Horse_shoe_type_Burial_depth_h_300m,PGA,2
1112,13,Horse_shoe_type_Burial_depth_h_400m,PGA,2
1113,7,Fuel_facilities_with_Anchored_Components_with_Backup_Power,PGA,4
1114,7,Fuel_facilities_with_Anchored_Components_without_Backup_Power,PGA,4
1115,7,Fuel_facilities_with_Unanchored_Components_with_Backup_Power,PGA,4
1116,7,Fuel_facilities_with_Unanchored_Components_without_Backup_Power,PGA,4
1117,7,Fuel_Facilities_with_Anchored_Components_Electric_Power_Backup,PGA,2
1118,7,Fuel_Facilities_with_Anchored_Components_Electric_Power_Off_Site,PGA,2
1119,7,Fuel_Facilities_with_Anchored_Components_Tank,PGA,4
1120,7,Fuel_Facilities_with_Anchored_Components_Pump_Building,PGA,4
1121,7,Fuel_Facilities_with_Anchored_Components_Horizontal_Pump,PGA,1
1122,7,Fuel_Facilities_with_Anchored_Components_Equipment,PGA,1
1123,7,Dispatch_facilities_with_Anchored_Components_with_Backup_Power,PGA,4
1124,7,Dispatch_facilities_with_Anchored_Components_without_Backup_Power,PGA,4
1125,7,Dispatch_facilities_with_Unanchored_Components_with_Backup_Power,PGA,4
1126,7,Dispatch_facilities_with_Unanchored_Components_without_Backup_Power,PGA,4
1127,7,Dispatch_facilities_with_Anchored_Components_Electric_Power_Backup,PGA,2
1128,7,Dispatch_facilities_with_Anchored_Components_Electric_Power_Off_Site,PGA,2
1129,7,Dispatch_facilities_with_Anchored_Components_Building,PGA,4
1130,7,Dispatch_facilities_with_Anchored_Components_Equipment,PGA,1
1131,7,Light_Rail_DC_Power_Substations_with_Anchored_Components,PGA,4
1132,7,Light_Rail_DC_Power_Substations_with_Unanchored_Components,PGA,4
1133,7,Light_Rail_DC_Power_Substations_with_Anchored_Components_Building_,PGA,4
1134,7,Light_Rail_DC_Power_Substations_with_Anchored_Components_Equipment_,PGA,1
1135,7,Light_Rail_DC_Power_Substations_with_Anchored_Components_Off_Site_Power,PGA,2
1136,14,Waterfront_Structures,PGD,4
1137,14,Cranes_Cargo_Handling_Equipment_Anchored_Stationary_PEQ1,PGA,3
1138,14,Cranes_Cargo_Handling_Equipment_Unanchored_Rail_mounted_PEQ2,PGA,3
1139,14,Cranes_Cargo_Handling_Equipment_Anchored_Stationary_PEQ1,PGV,3
1140,14,Cranes_Cargo_Handling_Equipment_Unanchored_Rail_mounted_PEQ2,PGV,3
1141,15,Runways,PGV,3
1142,15,Fuel_facilities_with_Anchored_Components_with_Backup_Power,PGA,4
1143,15,Fuel_facilities_with_Anchored_Components_without_Backup_Power,PGA,4
1144,15,Fuel_facilities_with_Unanchored_Components_with_Backup_Power,PGA,4
1145,15,Fuel_facilities_with_Unanchored_Components_without_Backup_Power,PGA,4
1146,15,Fuel_Facilities_with_Anchored_Components_Electric_Power_Backup,PGA,2
1147,15,Fuel_Facilities_with_Anchored_Components_Electric_Power_Off_Site,PGA,2
1148,15,Fuel_Facilities_with_Anchored_Components_Tank,PGA,4
1149,15,Fuel_Facilities_with_Anchored_Components_Pump_Building,PGA,4
1150,15,Fuel_Facilities_with_Anchored_Components_Horizontal_Pump,PGA,1
1151,15,Fuel_Facilities_with_Anchored_Components_Equipment,PGA,1
1152,16,Small_Water_Treatment_Plants_PWTS_with_anchored_subcomponents,PGA,4
1153,16,Small_Water_Treatment_Plants_PWTS_with_unanchored_subcomponents,PGA,4
1154,16,Medium_Water_Treatment_Plants_PWTM_with_anchored_subcomponents,PGA,4
1155,16,Medium_Water_Treatment_Plants_PWTM_with_unanchored_subcomponents,PGA,4
1156,16,Large_Water_Treatment_Plants_PWTL_with_anchored_subcomponents,PGA,4
1157,16,Large_Water_Treatment_Plants_PWTL_with_unanchored_subcomponents,PGA,4
1158,16,Small_Pumping_Plants_PPPS_with_anchored_subcomponents,PGA,4
1159,16,Small_Pumping_Plants_PPPS_with_unanchored_subcomponents,PGA,4
1160,16,Medium_PPPM_and_Large_PPPL_Pumping_Plants_with_anchored_subcomponents,PGA,4
1161,16,Medium_PPPM_and_Large_PPPL_Pumping_Plants_with_unanchored_subcomponents,PGA,4
1162,16,Wells_PWE,PGA,4
1163,16,On_Ground_Concrete_Tank_PSTGC_Anchored,PGA,4
1164,16,On_Ground_Concrete_Tank_PSTGC_Unanchored,PGA,4
1165,16,On_Ground_Steel_Tank_PSTGS_Anchored,PGA,4
1166,16,On_Ground_Steel_Tank_PSTGS_Unanchored,PGA,4
1167,16,Above_Ground_Steel_Tank_PSTAS,PGA,4
1168,16,On_Ground_Wood_Tank_PSTGW,PGA,4
1169,16,Buried_Concrete_Tank_PSTBC,PGV,4
1170,24,Small_Wastewater_Treatment_Plants_WWTS_with_anchored_components,PGA,4
1171,24,Small_Wastewater_Treatment_Plants_WWTS_with_unanchored_components,PGA,4
1172,24,Medium_Wastewater_Treatment_Plants_WWTM_with_anchored,PGA,4
1173,24,Medium_Wastewater_Treatment_Plants_WWTM_with,PGA,4
1174,24,Large_Wastewater_Treatment_Plants_WWTL_with_anchored_components,PGA,4
1175,24,Large_Wastewater_Treatment_Plants_WWTL_with_unanchored_components,PGA,4
1176,17,Cylindrical_steel_storage_tanks_All_tanks,PGA,4
1177,17,Cylindrical_steel_storage_tanks_<50%_filled,PGA,4
1178,17,Cylindrical_steel_storage_tanks_>50%_filled,PGA,4
1179,17,Cylindrical_steel_storage_tanks_>60%_filled,PGA,4
1180,17,Cylindrical_steel_storage_tanks_>90%_filled,PGA,4
1181,17,Cylindrical_steel_storage_tanks_>50%_filled_Anchored,PGA,4
1182,17,Cylindrical_steel_storage_tanks_>50%_filled_Unanchored,PGA,4
1183,20,Cylindrical_steel_storage_tanks_All_tanks,PGA,4
1184,20,Cylindrical_steel_storage_tanks_H_D_<_0.7,PGA,4
1185,20,Cylindrical_steel_storage_tanks_H_D>0.7,PGA,4
1186,20,Cylindrical_steel_storage_tanks_<50%_filled,PGA,4
1187,20,Cylindrical_steel_storage_tanks_>50%_filled,PGA,4
1188,21,Continuous_Pipelines_CP_,PGA,2
1189,21,Segmented_Pipelines_SP,PGA,2
1190,25,Small_Refineries_Capacity_<_100000_barrels_day_anchored_components_ORF1,PGA,4
1191,25,Small_Refineries_Capacity_<_100000_barrels_day_unanchored_components_ORF2,PGA,4
1192,25,Medium_Large_Refineries_Capacity>100000_barrels_day_anchored_components_ORF3,PGA,4
1193,25,Medium_Large_Refineries_Capacity>100000_barrels_day_unanchored_components_ORF4,PGA,4
1194,25,Pumping_Plants_OPP_with_anchored_components,PGA,4
1195,25,Pumping_Plants_OPP_with_unanchored_components,PGA,4
1196,25,Tank_farms_with_anchored_components_OTF1,PGA,3
1197,25,Tank_farms_with_unanchored_components_OTF2,PGA,4
1198,26,Cylindrical_steel_storage_tanks_All_tanks,PGA,4
1199,26,Cylindrical_steel_storage_tanks_<50%_filled,PGA,4
1200,26,Cylindrical_steel_storage_tanks_>50%_filled,PGA,4
1201,26,Cylindrical_steel_storage_tanks_>60%_filled,PGA,4
1202,26,Cylindrical_steel_storage_tanks_>90%_filled,PGA,4
1203,26,Cylindrical_steel_storage_tanks_>50%_filled_Anchored,PGA,4
1204,26,Cylindrical_steel_storage_tanks_>50%_filled_Unanchored,PGA,4
1205,27,Cylindrical_steel_storage_tanks_All_tanks,PGA,4
1206,27,Cylindrical_steel_storage_tanks_H_D_<_0.7,PGA,4
1207,27,Cylindrical_steel_storage_tanks_H_D>0.7,PGA,4
1208,27,Cylindrical_steel_storage_tanks_<50%_filled,PGA,4
1209,27,Cylindrical_steel_storage_tanks_>50%_filled,PGA,4
1210,28,Atmospheric_steel_tank_Anchored_Near_full,PGA,4
1211,28,Atmospheric_steel_tank_Anchored_>50%_filled,PGA,4
1212,28,Atmospheric_steel_tank_Unanchored_Near_full,PGA,4
1213,28,Atmospheric_steel_tank_Unanchored_>50%_filled,PGA,4
1214,29,Continuous_Pipelines_CP_,PGA,2
1215,29,Segmented_Pipelines_SP,PGA,2
1216,30,Compressor_station_with_anchored_components,PGA,4
1217,30,Compressor_station_with_unanchored_components,PGA,4
1220,31,Low_voltage_substations_ESSL_34.5_150KV_with_anchored_seismic_components,PGA,4
1221,31,Low_voltage_substations_ESSL_34.5_150KV_with_unanchored_standard_components,PGA,4
1222,31,Medium_voltage_substations_ESSM_150_kV_to_350_kV_with_anchored_seismic_components,PGA,4
1223,31,Medium_voltage_substations_ESSM_150_kV_to_350_kV_with_unanchored_standard_components,PGA,4
1224,31,High_voltage_substations_ESSH>350_kV_with_anchored_seismic_components_ESSH,PGA,4
1225,31,High_voltage_substations_ESSH>350_kV_with_unanchored_standard_components_ESS6,PGA,4
1226,31,Distribution_Circuits_with_anchored_seismic_components_EDC,PGA,4
1227,31,Distribution_Circuits_with_unanchored_standard_components,PGA,4
1228,31,Small_Generation_Facilities_EPPS_<100MW_with_anchored_components,PGA,4
1229,31,Small_Generation_Facilities_EPPS_<100MW_with_unanchored_components,PGA,4
1230,31,Medium_Large_Generation_Facilities_EPPS_>200MW_with_anchored_components,PGA,4
1231,31,Medium_Large_Generation_Facilities_EPPS_>200MW_with_unanchored_components,PGA,4
1232,35,Communication_Facilities_with_anchored_components,PGA,3
1233,35,Communication_Facilities_with_unanchored_components,PGA,3
1234,5,Roadway_embankment_height_ 2m_soil_type_C,PGA,3
1235,5,Roadway_embankment_height_ 4m_soil_type_C,PGA,3
1236,5,Roadway_embankment_height_ 2m_soil_type_D,PGA,3
1237,5,Roadway_embankment_height_ 4m_soil_type_D,PGA,3
1238,5,Roadway_cuts_height_6m_soil_type_C,PGA,3
1239,5,Roadway_cuts_height_4m_soil_type_D,PGA,3
1240,5,Roadway_cuts_height_6m_soil_type_D,PGA,3
1243,5,Railway_embankment_height_ 2m_soil_type_C,PGA,3
1244,5,Railway_embankment_height_ 4m_soil_type_C,PGA,3
1245,8,Railway_embankment_height_ 2m_soil_type_D,PGA,3
1246,8,Railway_embankment_height_ 4m_soil_type_D,PGA,3
1247,8,Railway_cuts_height_6m_soil_type_C,PGA,3
1248,8,Railway_cuts_height_4m_soil_type_D,PGA,3
1249,8,Railway_cuts_height_6m_soil_type_D,PGA,3
1254,18,Unanchored_on_grade_steel_tanks_fill_level>50%._With_Northridge,PGA,3
1255,18,Unanchored_on_grade_steel_tanks_with_fill_level_>50%._Without_Northridge,PGA,3
1256,19,Atmospheric_above_ground_steel_storage_tank,PGA,4
1257,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_H_D_0.2,PGA,4
1258,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_H_D_0.6,PGA,4
1259,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_20%_full_,PGA,4
1260,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_50%_full_,PGA,4
1261,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_90%_full_,PGA,4
1262,19,Atmospheric_above_ground_steel_storage_tank_Above_ground_steel_unanchored,PGA,4
1268,24,Small_wastewater_treatment_plant_anchored_components,PGA,4
1269,24,Small_wastewater_treatment_plant_unanchored_components,PGA,4
1270,24,Medium_wastewater_treatment_plant_anchored_components,PGA,4
1271,24,Medium_wastewater_treatment_plant_unanchored_components,PGA,4
1272,24,Large_wastewater_treatment_plant_anchored_components,PGA,4
1273,24,Large_wastewater_treatment_plant_unanchored_components,PGA,4
1278,32,Hydropower_plant,PGA,3
1279,32,Hydropower_plant,PGV,3
1280,33,Wind_turbine_1_MW_capacity_40_m_hub_height,PGA,3
1281,33,Wind_turbine_2.5_MW_capacity_80_m_hub_height_,PGA,3
1282,33,Wind_turbine_3.3_MW_capacity_100_m_hub_height_,PGA,3
1283,33,Wind_turbine_1_MW_capacity_40_m_hub_height_passive_damping_system,PGA,3
1284,33,Wind_turbine_2.5_MW_capacity_80_m_hub_height_passive_damping_system,PGA,3
1285,33,Wind_turbine_3.3_MW_capacity_100_m_hub_height_passive_damping_system,PGA,3
1286,34,Small_substation_with_unanchored_standard_components,PGA,4
1288,7,Dispatch_Facilities_with_Anchored_Components_Horizontal_Pump,PGA,1
