lon,lat,slope,geology,vs30
23.18213,39,0.02676625,PLEISTOCENE,482.24478
23.18213,38.9,0.07030707,CRETACEOUS,585.61255
23.18213,38.6,0.10055294,CRETACEOUS,596.2408
23.18213,38.5,0.000875555,PLEISTOCENE,221.01945
23.18213,38.4,0.05357607,PLEISTOCENE,466.486
23.18213,38.3,0.008092614,PLEISTOCENE,407.06335
23.28213,39.2,0.08677721,JURASSIC-TRIASSIC,542.21405
23.28213,39,0.049538974,CRETACEOUS,432.03262
23.28213,38.9,0.013284583,CRETACEOUS,447.5692
23.28213,38.8,0.07002288,CRETACEOUS,596.95746
23.28213,38.6,0.070191674,CRETACEOUS,542.39575
23.28213,38.5,0.1374069,PLEISTOCENE,757.6286
23.28213,38.4,0.035720915,JURASSIC-TRIASSIC,506.34482
23.28213,38.3,0.050384372,PLEISTOCENE,484.932
23.28213,38,0.08159113,CRETACEOUS,581.4383
23.38213,38.9,0.038617082,PRECAMBRIAN,426.9936
23.38213,38.8,0.03770437,PLEISTOCENE,422.95917
23.38213,38.5,0.23966016,JURASSIC-TRIASSIC,869.848
23.38213,38.4,0.088162675,JURASSIC-TRIASSIC,584.9629
23.38213,38.3,0.00609275,CRETACEOUS,363.95798
23.38213,38.2,0.14826633,JURASSIC-TRIASSIC,683.4154
23.38213,38.1,0.17915776,JURASSIC-TRIASSIC,798.4277
23.38213,38,0.013645344,PLEISTOCENE,331.24277
23.48213,39.2,0.18109746,JURASSIC-TRIASSIC,736.4219
23.48213,38.8,0.019233227,PLEISTOCENE,363.58838
23.48213,38.7,0.14351003,JURASSIC-TRIASSIC,784.1632
23.48213,38.4,0.098129265,PLEISTOCENE,510.52582
23.48213,38.3,0.007014701,PLEISTOCENE,369.93542
23.48213,38.2,0.06840981,JURASSIC-TRIASSIC,545.7881
23.58213,38.7,0.14092581,JURASSIC-TRIASSIC,614.18225
23.58213,38.6,0.11975425,CRETACEOUS,616.62036
23.58213,38.4,0.039075423,CRETACEOUS,449.28217
23.58213,38.3,0.051638324,CRETACEOUS,476.10767
23.58213,35.5,0.13145234,JURASSIC-TRIASSIC,695.11066
23.58213,35.4,0.13251895,PALEOZOIC,700.8087
23.58213,35.3,0.11580115,PALEOZOIC,640.1746
23.68213,39.1,0.04337702,JURASSIC-TRIASSIC,539.3364
23.68213,38.7,0.19090357,JURASSIC-TRIASSIC,790.37915
23.68213,38.6,0.051884424,PRECAMBRIAN,498.79852
23.68213,38.5,0.070412405,JURASSIC-TRIASSIC,537.5879
23.68213,38.3,0.038737714,CRETACEOUS,411.95697
23.68213,35.4,0.065478384,PALEOZOIC,540.5847
23.68213,35.3,0.03618085,PALEOZOIC,514.84753
23.78213,38.6,0.035200007,PLEISTOCENE,468.5135
23.78213,38.5,0.045563802,CRETACEOUS,468.28308
23.78213,38.4,0.046730746,PALEOZOIC,472.152
23.78213,35.5,0.016994113,CRETACEOUS,470.81042
23.78213,35.4,0.10983321,PALEOZOIC,673.51776
23.78213,35.3,0.20103452,PALEOZOIC,875.2759
23.88213,39.2,0.2073529,UNKNOWN,795.6849
23.88213,38.6,0.3063385,JURASSIC-TRIASSIC,900
23.88213,38.5,0.1028494,JURASSIC-TRIASSIC,632.4672
23.88213,35.5,0.02900728,PLEISTOCENE,420.88837
23.88213,35.4,0.064754464,PALEOZOIC,603.1983
23.88213,35.3,0.15976462,JURASSIC-TRIASSIC,812.0697
23.98213,39.2,0.028189955,JURASSIC-TRIASSIC,466.53354
23.98213,35.5,0.028127661,PLEISTOCENE,396.02673
23.98213,35.4,0.14193231,JURASSIC-TRIASSIC,742.0898
23.98213,35.3,0.32523677,JURASSIC-TRIASSIC,860.98596
24.08213,35.4,0.08070568,CRETACEOUS,560.1696
24.08213,35.3,0.14950445,JURASSIC-TRIASSIC,710.5571
24.18213,39.5,0.06701994,UNKNOWN,506.74487
24.18213,39.4,0.26734868,JURASSIC-TRIASSIC,825
24.18213,35.4,0.05060677,CRETACEOUS,446.93854
24.18213,35.3,0.18221143,JURASSIC-TRIASSIC,819.8572
24.18213,35.2,0.14045833,JURASSIC-TRIASSIC,740.63855
24.28213,35.3,0.40194637,JURASSIC-TRIASSIC,900
24.28213,35.2,0.2769132,JURASSIC-TRIASSIC,887.439
24.38213,35.3,0.05144366,PALEOZOIC,455.78552
24.38213,35.2,0.2126035,JURASSIC-TRIASSIC,878.1323
24.48213,35.3,0.14453469,CRETACEOUS,723.5204
24.48213,35.2,0.036787238,PALEOZOIC,466.24664
24.58213,35.3,0.035711166,JURASSIC-TRIASSIC,634.34015
24.58213,35.2,0.09134725,JURASSIC-TRIASSIC,639.7132
24.58213,35.1,0.12380798,CRETACEOUS,626.93726
24.68213,35.4,0.025675526,CRETACEOUS,393.87305
24.68213,35.3,0.13040075,CRETACEOUS,732.3244
24.68213,35.2,0.21455123,JURASSIC-TRIASSIC,804.86896
24.68213,35.1,0.1517425,CRETACEOUS,738.16815
24.78213,35.4,0.12102488,JURASSIC-TRIASSIC,675.1331
24.78213,35.3,0.1474216,JURASSIC-TRIASSIC,733.6671
24.78213,35.2,0.31193233,JURASSIC-TRIASSIC,900
24.78213,35.1,0.04721498,PLEISTOCENE,497.04672
24.78213,35,0.01769605,PLEISTOCENE,426.50543
24.88213,35.4,0.08654839,PALEOZOIC,580.3253
24.88213,35.3,0.053239763,PRECAMBRIAN,532.97705
24.88213,35.2,0.004749638,JURASSIC-TRIASSIC,474.12204
24.88213,35.1,0.14591388,CRETACEOUS,612.3195
24.88213,35,0.17052984,CRETACEOUS,796.3699
24.98213,35.4,0.051817782,JURASSIC-TRIASSIC,611.3722
24.98213,35.3,0.039718837,JURASSIC-TRIASSIC,483.21246
24.98213,35.2,0.22257268,CRETACEOUS,900
24.98213,35.1,0.050775643,CRETACEOUS,604.8292
24.98213,35,0.08105855,PALEOZOIC,576.59094
25.08213,35.3,0.033443887,CRETACEOUS,347.7255
25.08213,35.2,0.020532869,CRETACEOUS,535.3003
25.08213,35.1,0.06596621,CRETACEOUS,568.9217
25.08213,35,0.09674291,PALEOZOIC,657.8434
25.18213,35.3,0.041142058,CRETACEOUS,535.6595
25.18213,35.2,0.09988121,CRETACEOUS,604.05884
25.18213,35.1,0.03888377,CRETACEOUS,429.72968
25.18213,35,0.18673173,CRETACEOUS,840.05304
25.28213,35.3,0.038560055,JURASSIC-TRIASSIC,526.22784
25.28213,35.2,0.03093349,PLEISTOCENE,361.5555
25.28213,35.1,0.042345073,CRETACEOUS,452.433
25.28213,35,0.1641794,CRETACEOUS,725.15076
25.38213,35.3,0.15386128,CRETACEOUS,777.1407
25.38213,35.2,0.061801966,PALEOZOIC,524.33014
25.38213,35.1,0.07203082,CRETACEOUS,598.5712
25.38213,35,0.18823364,CRETACEOUS,791.6475
25.48213,35.2,0.07842728,JURASSIC-TRIASSIC,574.15045
25.48213,35.1,0.18547918,JURASSIC-TRIASSIC,860.77515
25.48213,35,0.17925757,JURASSIC-TRIASSIC,845.59784
25.58213,35.3,0.07981955,PALEOZOIC,619.3266
25.58213,35.2,0.053977147,PALEOZOIC,840.1427
25.58213,35.1,0.16339634,CRETACEOUS,750.9302
25.68213,35.3,0.07070048,JURASSIC-TRIASSIC,586.7678
25.68213,35.2,0.039133534,JURASSIC-TRIASSIC,401.2011
25.68213,35.1,0.08281671,CRETACEOUS,674.70654
25.78213,35.1,0.21965888,PALEOZOIC,869.8488
25.88213,35.1,0.33618653,CRETACEOUS,900
25.98213,35.1,0.1415581,PALEOZOIC,741.0851
26.08213,35.2,0.031229751,CRETACEOUS,437.17337
26.08213,35.1,0.064379066,CRETACEOUS,622.0249
26.18213,35.2,0.08202982,UNKNOWN,575.5634
26.18213,35.1,0.060738727,JURASSIC-TRIASSIC,488.16882
26.98213,35.4,0.27237427,CRETACEOUS,866.2387
27.08213,35.6,0.055060703,CRETACEOUS,514.2704
27.18213,36.6,0.099296264,CENOZOIC,674.5718
27.18213,35.8,0.19295362,UNKNOWN,710.0373
27.18213,35.7,0.15193416,CRETACEOUS,726.2261
27.18213,35.5,0.070724666,CRETACEOUS,574.7155
27.38213,36.4,0.05242942,JURASSIC-TRIASSIC,661.63
27.78213,36.6,0.0984154,UNKNOWN,621.4978
27.78213,36.2,0.12676704,UNKNOWN,686.6484
27.78213,36.1,0.022852736,CRETACEOUS,481.82376
27.78213,36,0.06254985,CRETACEOUS,513.57715
27.78213,35.9,0.016618036,CRETACEOUS,389.5776
27.88213,36.3,0.08721966,CRETACEOUS,558.4868
27.88213,36.2,0.29758075,JURASSIC-TRIASSIC,887.91797
27.88213,36.1,0.052148424,CRETACEOUS,445.1787
27.88213,36,0.03136026,CRETACEOUS,447.9971
27.98213,36.3,0.049860362,CRETACEOUS,462.68143
27.98213,36.2,0.022175152,CRETACEOUS,392.37256
27.98213,36.1,0.06972085,CRETACEOUS,574.6296
28.08213,36.4,0.068646185,UNKNOWN,558.62897
28.08213,36.3,0.062963605,CRETACEOUS,537.8162
28.08213,36.2,0.08607218,CRETACEOUS,580.50964
28.08213,36.1,0.07453858,JURASSIC-TRIASSIC,611.226
28.18213,36.4,0.03847527,PLEISTOCENE,467.9002
28.18213,36.3,0.02848214,PLEISTOCENE,439.16592
20.38213,38.2,0.1682737,CRETACEOUS,780.8033
20.48213,38.3,0.108250916,JURASSIC-TRIASSIC,710.7627
20.58213,38.7,0.3180225,UNKNOWN,886.20605
20.58213,38.4,0.08292449,JURASSIC-TRIASSIC,606.53436
20.58213,38.3,0.09836052,CRETACEOUS,694.89453
20.58213,38.2,0.050543375,JURASSIC-TRIASSIC,686.3514
20.68213,38.8,0.08130378,JURASSIC-TRIASSIC,633.12823
20.68213,38.7,0.29802012,CRETACEOUS,900
20.68213,38.4,0.39610863,JURASSIC-TRIASSIC,900
20.68213,38.2,0.07982893,JURASSIC-TRIASSIC,817.88983
20.68213,38.1,0.34906706,CENOZOIC,900
20.68213,37.9,0.15441376,JURASSIC-TRIASSIC,764.9854
20.68213,37.8,0.1099633,JURASSIC-TRIASSIC,662.0174
20.78213,38.9,0.005116538,PLEISTOCENE,284.73123
20.78213,38.8,0.12905549,CRETACEOUS,710.4252
20.78213,38.1,0.030107193,JURASSIC-TRIASSIC,488.6185
20.78213,37.8,0.054611646,PLEISTOCENE,531.0441
20.78213,37.7,0.066215836,JURASSIC-TRIASSIC,562.4249
20.88213,38.9,0.061829265,JURASSIC-TRIASSIC,572.2051
20.88213,38.8,0.045058582,PLEISTOCENE,468.97516
20.88213,37.8,0.023444338,PLEISTOCENE,357.50278
21.18213,37.9,0.029034726,CRETACEOUS,408.97385
21.28213,37.9,0.001277617,PLEISTOCENE,215.13269
21.28213,37.8,0.004405762,PLEISTOCENE,239.54044
21.38213,37.8,0.03148897,PLEISTOCENE,390.5432
21.38213,37.7,0.005768321,PLEISTOCENE,266.284
21.48213,37.7,0.049891915,CRETACEOUS,488.2791
21.48213,37.6,0.002158369,PLEISTOCENE,186.89893
21.58213,37.6,0.004316739,CRETACEOUS,298.7263
21.58213,37.1,0.02921738,UNKNOWN,436.9264
21.68213,37.5,0.04288508,CRETACEOUS,454.4631
21.68213,37.4,0.10755811,CRETACEOUS,558.3463
21.68213,37.2,0.2554921,CRETACEOUS,900
21.68213,37.1,0.023735246,CRETACEOUS,392.21664
21.68213,37,0.02441738,CRETACEOUS,435.2154
21.78213,37.4,0.07786376,CRETACEOUS,577.163
21.78213,37.3,0.049449626,CRETACEOUS,441.6996
21.78213,37.2,0.14983766,JURASSIC-TRIASSIC,712.1433
21.78213,37.1,0.14514609,JURASSIC-TRIASSIC,661.6462
21.78213,37,0.115550965,CRETACEOUS,663.1201
21.78213,36.9,0.040616833,CRETACEOUS,459.7175
21.88213,37.4,0.14640056,JURASSIC-TRIASSIC,842.23193
21.88213,37.3,0.13468754,PLEISTOCENE,682.05225
21.88213,37.2,0.05032908,JURASSIC-TRIASSIC,534.201
21.88213,37.1,0.044096116,JURASSIC-TRIASSIC,432.06082
21.88213,37,0.029138036,CRETACEOUS,422.95398
21.88213,36.9,0.11215864,JURASSIC-TRIASSIC,652.99023
21.88213,36.8,0.0960402,JURASSIC-TRIASSIC,613.7325
21.98213,37.3,0.13109148,PLEISTOCENE,714.8785
21.98213,37.2,0.023804516,PLEISTOCENE,366.61932
21.98213,37.1,0.00819026,CRETACEOUS,314.14124
22.08213,37.2,0.21565935,JURASSIC-TRIASSIC,802.766
22.08213,37.1,0.2135888,JURASSIC-TRIASSIC,900
22.18213,37.1,0.27322072,JURASSIC-TRIASSIC,889.14233
22.18213,37,0.4370988,JURASSIC-TRIASSIC,900
22.18213,36.9,0.15139751,JURASSIC-TRIASSIC,790.19055
22.28213,37.1,0.13978648,PALEOZOIC,733.80237
22.28213,37,0.085428506,JURASSIC-TRIASSIC,717.3405
22.28213,36.9,0.3637263,JURASSIC-TRIASSIC,900
22.38213,36.8,0.16185477,JURASSIC-TRIASSIC,810.40137
23.38213,37.3,0.10718728,UNKNOWN,598.82556
23.68213,38,0.021399168,PLEISTOCENE,378.3197
23.78213,38.1,0.02168151,CRETACEOUS,368.4673
23.78213,38,0.011602902,PALEOZOIC,346.06326
23.78213,37.9,0.13361172,JURASSIC-TRIASSIC,771.6187
23.88213,38.2,0.029959206,CRETACEOUS,401.4373
23.88213,38.1,0.05557527,PLEISTOCENE,587.1163
23.88213,38,0.036023296,CRETACEOUS,441.96997
23.98213,38.2,0.06053179,JURASSIC-TRIASSIC,527.11993
24.18213,38.4,0.12394278,JURASSIC-TRIASSIC,650.3346
24.18213,38.3,0.05194471,JURASSIC-TRIASSIC,527.38416
24.48213,38.9,0.09613022,JURASSIC-TRIASSIC,603.8542
24.58213,38.8,0.111934714,JURASSIC-TRIASSIC,676.1048
24.68213,38.8,0.24203011,JURASSIC-TRIASSIC,820.52966
24.98213,39.5,0.0811391,UNKNOWN,561.57056
25.48213,36.4,0.032281354,CRETACEOUS,424.47498
23.08213,37.5,0.04285129,JURASSIC-TRIASSIC,623.9153
23.18213,37.6,0.42203224,JURASSIC-TRIASSIC,825
23.18213,37.5,0.14261489,PLEISTOCENE,684.56665
23.18213,37.4,0.1200377,JURASSIC-TRIASSIC,495.2448
23.18213,37.3,0.012264225,CRETACEOUS,360.42157
23.28213,37.5,0.17823832,JURASSIC-TRIASSIC,773.7064
23.28213,37.4,0.06187146,CRETACEOUS,559.67957
23.38213,37.6,0.12205954,CENOZOIC,786.4748
23.38213,37.5,0.04173571,PLEISTOCENE,429.8139
23.48213,38.1,0.07143566,JURASSIC-TRIASSIC,549.05164
23.48213,38,0.038697165,UNKNOWN,565.3115
23.48213,37.9,0.04826777,PALEOZOIC,533.13983
23.48213,37.7,0.089030035,CRETACEOUS,672.5786
23.58213,38.2,0.045647494,JURASSIC-TRIASSIC,381.06625
23.58213,38.1,0.06386061,PLEISTOCENE,553.13715
23.68213,38.2,0.10854798,JURASSIC-TRIASSIC,595.7907
23.68213,38.1,0.065674044,JURASSIC-TRIASSIC,630.4408
23.78213,38.3,0.025531722,CRETACEOUS,434.18674
23.78213,38.2,0.104554035,JURASSIC-TRIASSIC,573.6272
23.88213,38.4,0.016603658,CRETACEOUS,361.81686
23.98213,38.6,0.020498749,PALEOZOIC,476.27228
23.98213,38.5,0.048265662,JURASSIC-TRIASSIC,547.3439
23.98213,38.4,0.121153064,JURASSIC-TRIASSIC,687.6902
24.08213,38.6,0.03860982,CRETACEOUS,451.70718
24.08213,38.5,0.05834287,CRETACEOUS,500.2163
24.08213,38.4,0.08620745,CRETACEOUS,544.2006
24.18213,38.5,0.04069936,CRETACEOUS,562.61273
21.58213,38.4,0.030217173,CRETACEOUS,494.31116
21.68213,38.5,0.17135096,PLEISTOCENE,745.0475
21.68213,38.4,0.10070647,CRETACEOUS,627.3207
21.78213,38.5,0.27971783,JURASSIC-TRIASSIC,900
21.78213,38.4,0.061187636,CRETACEOUS,545.70795
21.78213,38.3,0.027224392,UNKNOWN,415.63593
21.78213,38.2,0.12897846,PLEISTOCENE,730.4779
21.88213,38.5,0.120455466,JURASSIC-TRIASSIC,876.7251
21.88213,38.4,0.007048415,PLEISTOCENE,301.662
21.88213,38.3,0.083094925,CRETACEOUS,563.48267
21.88213,38.2,0.15432595,JURASSIC-TRIASSIC,840.5979
21.88213,38.1,0.08087288,CRETACEOUS,532.8308
21.98213,38.5,0.019094944,CRETACEOUS,680.5064
21.98213,38.4,0.20974265,CRETACEOUS,789.78406
21.98213,38.3,0.110731274,CRETACEOUS,677.7295
21.98213,38.2,0.13538043,JURASSIC-TRIASSIC,710.88763
21.98213,38.1,0.103439584,CRETACEOUS,666.9495
22.08213,38.5,0.23592381,CRETACEOUS,849.20026
22.08213,38.4,0.3273965,JURASSIC-TRIASSIC,900
22.08213,38.2,0.16574803,PLEISTOCENE,830.26807
22.08213,38.1,0.2134599,CENOZOIC,859.5415
22.18213,38.5,0.28383824,CRETACEOUS,854.2381
22.18213,38.4,0.3994756,CRETACEOUS,810.17285
22.18213,38.2,0.027683541,UNKNOWN,458.57422
22.18213,38.1,0.19979528,CENOZOIC,758.16925
22.28213,38.5,0.22844592,JURASSIC-TRIASSIC,788.4779
22.28213,38.4,0.1274108,JURASSIC-TRIASSIC,803.51794
22.28213,38.1,0.24995574,CENOZOIC,886.93353
22.38213,38.5,0.20056343,CRETACEOUS,835.2114
22.38213,38.4,0.09888156,JURASSIC-TRIASSIC,638.73865
22.38213,38.1,0.2934989,CENOZOIC,900
22.48213,38.5,0.2865992,JURASSIC-TRIASSIC,900
22.48213,38.4,0.34069574,JURASSIC-TRIASSIC,895.0127
22.48213,38.1,0.23800796,CENOZOIC,831.6446
22.58213,38.5,0.21196078,JURASSIC-TRIASSIC,900
22.58213,38.4,0.1505274,PLEISTOCENE,725.73303
22.58213,38.3,0.12477036,JURASSIC-TRIASSIC,691.06903
22.58213,38,0.13152267,CENOZOIC,744.99176
22.68213,38.5,0.4454322,JURASSIC-TRIASSIC,900
22.68213,38.4,0.059307992,JURASSIC-TRIASSIC,654.99554
22.68213,38,0.0462542,CRETACEOUS,563.8572
22.78213,38.3,0.19965348,JURASSIC-TRIASSIC,829.56885
22.88213,37.9,0.13651687,CENOZOIC,643.93384
22.98213,38,0.20058121,JURASSIC-TRIASSIC,833.4414
22.98213,37.9,0.016946958,CENOZOIC,350.06238
23.08213,38.2,0.10966856,JURASSIC-TRIASSIC,767.7396
23.08213,38,0.08537098,JURASSIC-TRIASSIC,587.61914
23.18213,38.2,0.29695448,JURASSIC-TRIASSIC,888.20624
23.18213,38,0.33285525,JURASSIC-TRIASSIC,854.45276
23.28213,38.2,0.19048311,JURASSIC-TRIASSIC,860.70654
23.28213,38.1,0.20332219,JURASSIC-TRIASSIC,889.91223
23.88213,37.9,0.016226746,PLEISTOCENE,338.35114
23.88213,37.8,0.020688033,PLEISTOCENE,419.15018
23.98213,38,0.028349075,CRETACEOUS,414.3189
23.98213,37.9,0.006778784,CRETACEOUS,363.5989
23.98213,37.8,0.06562582,JURASSIC-TRIASSIC,549.33514
23.98213,37.7,0.07150602,JURASSIC-TRIASSIC,515.81744
24.28213,38.1,0.09371635,JURASSIC-TRIASSIC,631.08325
24.28213,38,0.11869446,JURASSIC-TRIASSIC,683.7431
24.28213,37.6,0.08293189,PRECAMBRIAN,601.3858
24.38213,38.1,0.05378715,PLEISTOCENE,632.9265
24.38213,38,0.10408269,JURASSIC-TRIASSIC,623.21765
24.38213,36.7,0.052050598,CENOZOIC,539.4608
24.48213,38.1,0.16680852,JURASSIC-TRIASSIC,836.7207
24.48213,38,0.22520821,JURASSIC-TRIASSIC,900
24.48213,37.4,0.058462128,PRECAMBRIAN,533.667
24.48213,37.2,0.05528539,UNKNOWN,570.92975
24.48213,36.7,0.03201331,PLEISTOCENE,361.23187
24.58213,36.8,0.049773097,CENOZOIC,505.84406
24.68213,37.6,0.05589128,PRECAMBRIAN,533.0354
24.68213,37,0.104810104,PRECAMBRIAN,663.8945
24.78213,37.9,0.13692677,PRECAMBRIAN,642.977
24.88213,37.9,0.06948881,UNKNOWN,549.57367
24.88213,37.8,0.06661431,PRECAMBRIAN,611.3015
24.88213,37.4,0.08289261,PRECAMBRIAN,485.2414
25.08213,37.6,0.29327986,PRECAMBRIAN,889.26556
25.18213,37.6,0.16365333,PRECAMBRIAN,721.5646
25.18213,37.1,0.028455686,PRECAMBRIAN,426.87167
25.18213,37,0.12144459,PRECAMBRIAN,659.44556
25.38213,37.1,0.025085406,JURASSIC-TRIASSIC,377.8929
25.38213,36.7,0.19018179,PRECAMBRIAN,794.9445
25.48213,37.1,0.07053625,PRECAMBRIAN,522.20807
25.48213,37,0.22030401,PRECAMBRIAN,757.46686
25.58213,37.1,0.2327928,PRECAMBRIAN,887.6172
25.78213,36.8,0.057940155,UNKNOWN,563.88873
25.88213,36.8,0.23656745,JURASSIC-TRIASSIC,822.6517
25.98213,36.9,0.08042723,UNKNOWN,621.9741
26.48213,37,0.025467463,JURASSIC-TRIASSIC,377.05896
26.08213,37.6,0.1143008,PALEOZOIC,667.21045
26.18213,37.6,0.14211746,PALEOZOIC,784.66846
